timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-12T18:45:16,yolo11s_normal,77107253-1596-4262-b863-29737a1f960b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2179.2506927730283,0.0023471841880858602,1.0770602004944837e-06,41.167856623999995,64.11859765805657,20.0,0.024023347141195393,0.042315941630501896,0.011692100459880507,0.0780313892315778,0.0,Norway,NOR,trøndelag,,,Linux-5.14.0-570.17.1.el9_6.x86_64-x86_64-with-glibc2.34,3.12.3,3.0.8,1,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1,1 x NVIDIA A100 80GB PCIe,10.4037,63.4306,32,machine,N,1.0,0.0
