timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-12T18:41:15,yolo11s_preprocessed,fcb92de0-8032-4381-91b1-d0d14764abf8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1906.571002196055,0.0020626575789685873,1.0818676968194452e-06,41.0821243448,62.82490798724394,20.0,0.02102309134447598,0.037316775408950065,0.010232526164412649,0.06857239291783868,0.0,Norway,NOR,trøndelag,,,Linux-5.14.0-570.17.1.el9_6.x86_64-x86_64-with-glibc2.34,3.12.3,3.0.8,1,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,1,1 x NVIDIA A100 80GB PCIe,10.4037,63.4306,32,machine,N,1.0,0.0
